"","X","Subdistrict","Year","Density","CV","Area_km2","YE_abund","var.Dens","var.Abund","mean.YE.kg_rand","var.YE.kg_rand","bootvar.YE.kg_rand","N.wts_rand","wt_yrs_rand","mean.YE.kg_dir","var.YE.kg_dir","bootvar.YE.kg_dir","N.wts_dir","wt_yrs_dir","mean.YE.kg_hal","var.YE.kg_hal","bootvar.YE.kg_hal","N.wts_hal","wt_yrs_hal","Biomass.kg","var.Biomass.kg","Biomass.cv","Biomass.mt"
"91",91,"NSEO",2016,701,0.2,442,309842,19656.04,3840082598.56,3.764,1.80579233449477,0.00303055109297577,575,"2016-2016",3.32074324324324,1.81991168872955,0.0124215503055283,148,"1988-2016",3.764,1.80579233449477,0.00326572968322576,575,"2016-2016",1166245.288,54707699600.7089,0.200555383722163,1166.245288
"92",92,"SSEO",2016,NA,1,1056,NA,NA,NA,3.31548387096774,1.49871973188102,0.00986428942324218,155,"2016-2016",3.53490161001789,1.65316231109059,0.00295536872626032,559,"2013-2016",3.31548387096774,1.49871973188102,0.00982566545734079,155,"2016-2016",NA,NA,NA,NA
"93",93,"CSEO",2017,NA,1,1661,NA,NA,NA,3.57428571428571,1.2951873243036,0.00227487046676779,560,"2017-2017",3.18863957597173,1.27304717251947,0.00229627494692435,566,"2013-2017",3.57428571428571,1.2951873243036,0.00229775044827991,560,"2017-2017",NA,NA,NA,NA
"94",94,"EYKT",2017,1072,0.21,739,792208,50679.0144,27676874023.1424,3.87418181818182,1.82119013081636,0.00322882350909587,550,"2017-2017",3.87418181818182,1.82119013081636,0.00331217333667552,550,"2017-2017",4.48393861892583,2.67518137058168,0.00672340921610578,391,"2012-2017",3069157.82981818,417525835926.885,0.210534103205587,3069.15782981818
"95",95,"NSEO",2017,NA,1,442,NA,NA,NA,3.70731707317073,1.82679229530682,0.00421987772424417,410,"2017-2017",3.32074324324324,1.81991168872955,0.0133817525611075,148,"1988-2017",3.70731707317073,1.82679229530682,0.00415748111889403,410,"2017-2017",NA,NA,NA,NA
"96",96,"SSEO",2017,NA,1,1056,NA,NA,NA,3.52741935483871,1.75140627724499,0.00852663383582449,186,"2016-2017",3.53490161001789,1.65316231109059,0.00303002335043785,559,"2013-2017",3.52741935483871,1.75140627724499,0.00913414694350959,186,"2016-2017",NA,NA,NA,NA
"97",97,"CSEO",2018,910,0.14,1661,1511510,16230.76,44779384609.96,3.63353658536585,1.42804948373432,0.00203477806231772,738,"2018-2018",3.68532028469751,1.48215934465019,0.0026545589912743,562,"2018-2018",3.46818181818182,1.22663896103896,0.00769020277993645,176,"2018-2018",5492126.88414634,595943668350.391,0.140560095261406,5492.12688414634
"98",98,"EYKT",2018,NA,1,739,NA,NA,NA,3.94696428571429,2.42270990927677,0.00422794502509525,560,"2018-2018",3.87418181818182,1.82119013081636,0.00315055590383772,550,"2017-2018",3.94696428571429,2.42270990927677,0.00468996010011925,560,"2018-2018",NA,NA,NA,NA
"99",99,"NSEO",2018,637,0.59,442,281554,141248.1889,27594811176.2596,3.53915343915344,1.62827726551864,0.00398225280170851,378,"2018-2018",3.32074324324324,1.81991168872955,0.0118789359272348,148,"1988-2018",3.53915343915344,1.62827726551864,0.00450614816714758,378,"2018-2018",996462.807407407,346067335117.008,0.590363108590903,996.462807407407
"100",100,"SSEO",2018,1582,0.2,1056,1670592,100108.96,111635105218.56,3.60812182741117,1.80483165855175,0.00885036662419331,197,"2016-2018",3.53490161001789,1.65316231109059,0.00276307099086952,559,"2013-2018",3.60812182741117,1.80483165855175,0.00943805396780222,197,"2016-2018",6027699.45989848,1479014732996.6,0.201759809773112,6027.69945989848
"101",101,"CSEO",2019,NA,1,1661,NA,NA,NA,3.48973630831643,1.50284403601643,0.00301762630698907,493,"2019-2019",3.68532028469751,1.48215934465019,0.00242917724879678,562,"2018-2019",3.48973630831643,1.50284403601643,0.0031164986687678,493,"2019-2019",NA,NA,NA,NA
"102",102,"EYKT",2019,1397,0.27,739,1032383,142272.2961,77697888618.4281,4.08098901098901,2.79175371258576,0.0154686204492622,182,"2019-2019",3.87418181818182,1.82119013081636,0.00353931880439117,550,"2017-2019",4.08098901098901,2.79175371258576,0.0154871465721216,182,"2019-2019",4213143.67813187,1311705818246.53,0.271839118115473,4213.14367813187
"103",103,"NSEO",2019,NA,1,442,NA,NA,NA,3.52277511961722,1.60975630901977,0.00391666313078892,418,"2018-2019",3.32074324324324,1.81991168872955,0.0117964185504716,148,"1988-2019",3.52277511961722,1.60975630901977,0.00375412992103789,418,"2018-2019",NA,NA,NA,NA
"104",104,"SSEO",2019,NA,1,1056,NA,NA,NA,3.49276672694394,1.56212149802133,0.00280966530968248,553,"2019-2019",3.49276672694394,1.56212149802133,0.00305712367210593,553,"2019-2019",3.60812182741117,1.80483165855175,0.0091554575008413,197,"2016-2019",NA,NA,NA,NA
"105",105,"CSEO",2020,NA,1,1661,NA,NA,NA,3.42380952380952,1.10231784279977,0.011804331484262,84,"2020-2020",3.68532028469751,1.48215934465019,0.0026106812762456,562,"2018-2020",3.42380952380952,1.10231784279977,0.0124558526270034,84,"2020-2020",NA,NA,NA,NA
"106",106,"EYKT",2020,NA,1,739,NA,NA,NA,4.10143459915612,2.48446064506901,0.0107042210523579,237,"2019-2020",3.87418181818182,1.82119013081636,0.00333822486340886,550,"2017-2020",4.10143459915612,2.48446064506901,0.0100530293918623,237,"2019-2020",NA,NA,NA,NA
"107",107,"NSEO",2020,NA,1,442,NA,NA,NA,3.86352941176471,1.54996358543417,0.0206831910928229,85,"2020-2020",3.32074324324324,1.81991168872955,0.0122613978572437,148,"1988-2020",3.86352941176471,1.54996358543417,0.0196596131079176,85,"2020-2020",NA,NA,NA,NA
"108",108,"SSEO",2020,1949,0.15,1056,2058144,85468.5225,95309026306.56,3.49276672694394,1.56212149802133,0.00265088622056324,553,"2019-2020",3.49276672694394,1.56212149802133,0.00279669007987547,553,"2019-2020",3.60812182741117,1.80483165855175,0.00908025186437694,197,"2016-2020",7188616.88245931,1174196478059.56,0.150738798120991,7188.61688245931
"109",109,"CSEO",2021,NA,1,1661,NA,NA,NA,3.49982857142857,1.19823502791461,0.00724915951908153,175,"2021-2021",3.68532028469751,1.48215934465019,0.00247643443705068,562,"2018-2021",3.49982857142857,1.19823502791461,0.00701526118967948,175,"2021-2021",NA,NA,NA,NA
"110",110,"EYKT",2021,NA,1,739,NA,NA,NA,4.26312312312312,2.33749081913239,0.00756868888941336,333,"2021-2021",3.87418181818182,1.82119013081636,0.0032426326857105,550,"2017-2021",4.26312312312312,2.33749081913239,0.00707467925304395,333,"2021-2021",NA,NA,NA,NA
"111",111,"NSEO",2021,NA,1,442,NA,NA,NA,3.67885135135135,1.58488506618864,0.0107298630485124,148,"2020-2021",3.32074324324324,1.81991168872955,0.0115876312662142,148,"1988-2021",3.67885135135135,1.58488506618864,0.0106328159859595,148,"2020-2021",NA,NA,NA,NA
"112",112,"SSEO",2021,NA,1,1056,NA,NA,NA,3.54646076794658,1.57184966024757,0.00267388046194834,599,"2019-2021",3.49276672694394,1.56212149802133,0.00257885864894288,553,"2019-2021",4.42875,1.41382025862069,0.0151649536296498,88,"2017-2021",NA,NA,NA,NA
"113",113,"CSEO",2022,1178,0.163,1661,1685915,36869.376196,101719696244.045,3.49982857142857,1.19823502791461,0.0066977903412343,175,"2021-2022",3.68532028469751,1.48215934465019,0.00280146502931263,562,"2018-2022",3.49982857142857,1.19823502791461,0.00631600192254622,175,"2021-2022",5900413.486,1265662707902.94,0.190667444173614,5900.413486
"114",114,"EYKT",2022,NA,1,739,NA,NA,NA,4.91584415584416,1.94469565960355,0.0258448911654106,77,"2022-2022",3.87418181818182,1.82119013081636,0.0033204305766593,550,"2017-2022",4.91584415584416,1.94469565960355,0.0238953602877798,77,"2022-2022",NA,NA,NA,NA
"115",115,"NSEO",2022,1033,0.267069211498204,442,310870,76111.1513109727,14869378964.7169,3.38418803418803,1.88435903330386,0.0147724571914745,117,"2021-2022",3.32074324324324,1.81991168872955,0.0126174328104172,148,"1988-2022",3.38418803418803,1.88435903330386,0.0150900189087034,117,"2021-2022",1052042.53418803,171942232332.948,0.39414677889512,1052.04253418803
"116",116,"SSEO",2022,NA,1,1056,NA,NA,NA,4.15457831325301,2.46240317367029,0.0265733641511885,83,"2022-2022",3.49276672694394,1.56212149802133,0.00287923067566257,553,"2019-2022",4.17,2.32071818181818,0.0257714065424976,89,"2022-2022",NA,NA,NA,NA
"117",117,"CSEO",2023,NA,1,1661,NA,NA,NA,3.49982857142857,1.19823502791461,0.00676756124169557,175,"2021-2023",3.68532028469751,1.48215934465019,0.0026920526893882,562,"2018-2023",3.49982857142857,1.19823502791461,0.00729975204714919,175,"2021-2023",NA,NA,NA,NA
"118",118,"EYKT",2023,NA,1,739,NA,NA,NA,4.91584415584416,1.94469565960355,0.0263807424179788,77,"2022-2023",3.87418181818182,1.82119013081636,0.00321139774084829,550,"2017-2023",4.91584415584416,1.94469565960355,0.0267546467520649,77,"2022-2023",NA,NA,NA,NA
"119",119,"NSEO",2023,NA,1,442,NA,NA,NA,3.38418803418803,1.88435903330386,0.0162676207239748,117,"2021-2023",3.32074324324324,1.81991168872955,0.0117336151183643,148,"1988-2023",3.38418803418803,1.88435903330386,0.0154809947766161,117,"2021-2023",NA,NA,NA,NA
"120",120,"SSEO",2023,NA,1,1056,NA,NA,NA,4.15457831325301,2.46240317367029,0.0290546342481253,83,"2022-2023",3.49276672694394,1.56212149802133,0.00282425723677629,553,"2019-2023",4.17,2.32071818181818,0.0250648898341467,89,"2022-2023",NA,NA,NA,NA
