"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"302","B[27]",40446.15,16205.744,20345.63,37217.514,82610.577,FALSE,1,1.009,3000
"303","B[28]",40245.832,16052.75,20490.455,36984.599,81836.643,FALSE,1,1.012,3000
"304","B[29]",40083.34,16030.906,20395.537,36803.476,83072.885,FALSE,1,1.013,2979
"305","B[30]",39889.752,15645.841,20254.123,36613.456,81304.751,FALSE,1,1.013,2970
"306","B[31]",39772.568,15523.712,20058.55,36469.126,79599.225,FALSE,1,1.012,3000
"307","B[32]",39696.125,15476.907,20215.144,36393.049,79557.915,FALSE,1,1.012,3000
"308","B[33]",39563.783,15312.238,20380.068,36515.557,78986.125,FALSE,1,1.013,3000
"309","B[34]",39430.173,15100.976,20412.189,36463.153,77670.346,FALSE,1,1.013,2790
"310","B[35]",39259.75,14884.986,20283.311,36462.337,76871.388,FALSE,1,1.012,3000
"311","B[36]",39148.176,14877.366,20202.316,36201.259,76123.408,FALSE,1,1.011,3000
"312","B[37]",38947.715,14602.901,20243.546,36116.969,75566.99,FALSE,1,1.01,3000
"313","B[38]",38809.395,14501.227,20248.622,36121.378,74058.638,FALSE,1,1.011,3000
"314","B[39]",38761.681,14430.514,20202.845,36243.965,73755.265,FALSE,1,1.011,3000
"315","B[40]",38625.515,14248.655,20036.785,35998.01,74373.189,FALSE,1,1.011,3000
"316","B[41]",38422.009,14102.177,20032.671,35917.828,72131.783,FALSE,1,1.011,3000
"317","B[42]",38310.859,14050.755,20075.802,35701.437,71769.639,FALSE,1,1.014,3000
"318","B[43]",38115.184,14050.816,20116.559,35438.079,72070.89,FALSE,1,1.015,3000
"319","B[44]",37885.992,13853.15,20060.598,35221.151,71860.238,FALSE,1,1.014,3000
"320","B[45]",37742.674,13755.214,20071.227,35183.056,70808.598,FALSE,1,1.015,3000
"321","B[46]",37520.976,13564.274,20019.257,35029.583,69911.46,FALSE,1,1.016,3000
"322","B[47]",37365.357,13459.776,19846.427,35008.913,67897.053,FALSE,1,1.016,3000
"323","B[48]",37157.489,13118.484,19648.196,34914.207,68174.716,FALSE,1,1.014,3000
"324","B[49]",36955.502,12828.112,19950.387,34942.501,67826.578,FALSE,1,1.013,3000
"325","B[50]",36743.795,12612.8,19806.359,34835.083,66862.602,FALSE,1,1.014,3000
"326","B[51]",36564.39,12402.568,19861.76,34541.73,66235.076,FALSE,1,1.014,3000
"327","B[52]",36417.777,12243.628,19922.595,34522.852,66327.46,FALSE,1,1.01,3000
"328","B[53]",36295.707,12118.874,19577.585,34352.417,64927.039,FALSE,1,1.009,3000
"329","B[54]",36174.817,11990.919,19538.276,34325.346,65080.374,FALSE,1,1.009,3000
"330","B[55]",36064.342,11776.745,19666.713,34425.547,63779.459,FALSE,1,1.008,3000
"331","B[56]",35883.163,11616.62,19604.432,34206.112,63207.821,FALSE,1,1.007,3000
"332","B[57]",35843.357,11577.449,19459.786,34351.863,63943.841,FALSE,1,1.006,3000
"333","B[58]",35734.01,11454.101,19520.098,34183.526,62565.656,FALSE,1,1.006,3000
"334","B[59]",35688.246,11397.368,19554.393,34395.709,62172.72,FALSE,1,1.006,3000
"335","B[60]",35553.452,11218.385,19530.505,34092.717,61586.586,FALSE,1,1.006,3000
"336","B[61]",35379.787,11032.088,19522.951,34009.834,61038.885,FALSE,1,1.007,3000
"337","B[62]",35276.568,10831.242,19571.821,33967.146,61197.85,FALSE,1,1.006,3000
"338","B[63]",35177.674,10666.321,19798.42,33768.866,60434.15,FALSE,1,1.006,3000
"339","B[64]",35041.528,10538.656,19463.039,33724.7,60386.542,FALSE,1,1.005,3000
"340","B[65]",34957.399,10406.657,19480.124,33678.96,59270.591,FALSE,1,1.005,3000
"341","B[66]",34817.938,10314.214,19696.075,33621.148,59097.074,FALSE,1,1.006,3000
"342","B[67]",34683.737,10174.299,19471.749,33512.184,58364.202,FALSE,1,1.005,3000
"343","B[68]",34597.278,9995.541,19492.87,33443.207,58055.517,FALSE,1,1.005,3000
"344","B[69]",34571.462,9978.332,19537.932,33471.797,57784.152,FALSE,1,1.004,3000
"345","B[70]",34450.894,9828.978,19792.057,33471.112,56587.183,FALSE,1,1.004,3000
"346","B[71]",34277.799,9597.061,19772.31,33241.792,56663.122,FALSE,1,1.003,3000
"347","B[72]",34127.814,9418.777,19496.229,33111.049,55469.838,FALSE,1,1.003,3000
"348","B[73]",33999.997,9300.29,19482.198,33049.897,54942.981,FALSE,1,1.003,3000
"349","B[74]",33933.354,9181.277,19711.192,32997.948,54670.526,FALSE,1,1.004,3000
"350","B[75]",33739.959,9008.385,19752.026,32808.165,54553.736,FALSE,1,1.003,3000
"351","B[76]",33440.336,8862.962,19635.084,32500.146,53490.877,FALSE,1,1.005,3000
"352","B[77]",33095.457,8705.227,19544.88,32226.12,52968.104,FALSE,1,1.004,3000
"353","B[78]",32751.91,8610.095,19373.402,31952.402,52747.112,FALSE,1,1.004,3000
"354","B[79]",32233.859,8455.436,19115.366,31402.056,51421.958,FALSE,1,1.004,3000
"355","B[80]",31840.473,8297.473,19000.358,31001.742,50789.462,FALSE,1,1.004,3000
"356","B[81]",31579.049,8092.659,18953.302,30730.125,49680.796,FALSE,1,1.004,3000
"357","B[82]",31289.625,7850.812,18932.356,30608.64,48820.825,FALSE,1,1.003,3000
"358","B[83]",31058.792,7720.107,18983.985,30353.006,48520.414,FALSE,1,1.003,3000
"359","B[84]",30900.906,7558.656,19013.337,30224.002,47761.355,FALSE,1,1.003,3000
"360","B[85]",30731.723,7360.393,18883.734,30077.366,47047.139,FALSE,1,1.003,3000
"361","B[86]",30536.873,7140.136,19104.755,29825.867,47227.412,FALSE,1,1.003,3000
"362","B[87]",30395.071,6917.093,19081.087,29814.658,46521.777,FALSE,1,1.003,3000
"363","B[88]",30315.252,6718.019,19315.293,29642.495,45491.335,FALSE,1,1.003,3000
"364","B[89]",30178.324,6523.85,19406.67,29624.931,44993.064,FALSE,1,1.002,3000
"365","B[90]",30052.425,6296.916,19642.584,29410.739,44481.615,FALSE,1,1.002,3000
"366","B[91]",29943.319,6034.119,20061.487,29517.696,43479.129,FALSE,1,1.002,3000
"367","B[92]",29909.516,5743.955,20178.857,29533.651,42508.629,FALSE,1,1.003,3000
"368","B[93]",29983.612,5577.091,20428.57,29639.823,42504.193,FALSE,1,1.002,3000
"369","B[94]",29905.885,5303.418,20888.132,29556.49,41614.499,FALSE,1,1.003,3000
"370","B[95]",29796.389,5094.812,21099.714,29487.587,41430.231,FALSE,1,1.003,3000
"371","B[96]",29788.247,4849.71,21420.387,29540.612,40983.047,FALSE,1,1.003,3000
"372","B[97]",29723.016,4627.538,21746.063,29430.465,39806.206,FALSE,1,1.002,3000
"373","B[98]",29429.413,4378.853,21727.761,29126.175,39062.087,FALSE,1,1.002,3000
"374","B[99]",29072.876,4126.75,21835.186,28876.144,38394.733,FALSE,1,1.002,3000
"375","B[100]",28723.367,3851.35,21934.74,28457.83,37221.842,FALSE,1,1.002,3000
"376","B[101]",28048.1,3583.081,21488.687,27828.612,35817.21,FALSE,1,1.003,2727
"377","B[102]",27449.973,3310.004,21345.342,27247.679,34635.974,FALSE,1,1.001,2592
"378","B[103]",27187.061,3035.239,21607.714,27036.973,33524.568,FALSE,1,1.001,3000
"379","B[104]",26969.607,2750.163,21985.935,26794.241,32919.153,FALSE,1,1,3000
"380","B[105]",26604.442,2414.336,22195.125,26460.414,31753.801,FALSE,1,1,3000
"381","B[106]",26263.583,2087.27,22395.327,26128.199,30708.45,FALSE,1,1.001,1381
"382","B[107]",25916.855,1699.058,22722.498,25832.977,29521.034,FALSE,1,1.001,3000
"383","B[108]",25529.891,1484.065,22780.777,25490.798,28564.832,FALSE,1,1.002,2033
"384","B[109]",25394.982,1362.02,22847.76,25360.575,28154.873,FALSE,1,1.001,3000
"385","B[110]",25007.857,1279.157,22626.533,24967.234,27602.435,FALSE,1,1,3000
"386","B[111]",24544.206,1211.049,22333.27,24500.131,27095.969,FALSE,1,1.001,2024
"387","B[112]",23840.562,1137.084,21759.605,23801.061,26207.007,FALSE,1,1.001,1950
"388","B[113]",23118.553,1065.271,21169.387,23064.406,25308.384,FALSE,1,1,3000
"389","B[114]",22470.377,1017.986,20529.953,22437.004,24564.477,FALSE,1,1.001,3000
"390","B[115]",21866.806,1012.711,19932.992,21824.959,23967.107,FALSE,1,1.001,2154
"391","B[116]",21331.039,971.903,19481.258,21301.64,23399.953,FALSE,1,1,3000
"392","B[117]",20717.328,899.725,19005.885,20685.725,22567.555,FALSE,1,1.001,1569
"393","B[118]",19928.579,860.755,18296.049,19889.238,21717.614,FALSE,1,1.001,2836
"394","B[119]",19176.063,814.759,17644.474,19167.609,20838.975,FALSE,1,1,3000
"395","B[120]",18442.301,783.206,16921.354,18434.984,19947.328,FALSE,1,1,3000
"396","B[121]",17761.655,766.338,16266.178,17764.295,19303.919,FALSE,1,1,3000
"397","B[122]",17249.232,749.793,15780.172,17247.724,18764.557,FALSE,1,1,2370
"398","B[123]",16809.284,748.109,15316.029,16816.678,18275.98,FALSE,1,1.001,1354
"399","B[124]",16404.528,725.594,14995.889,16390.998,17822.984,FALSE,1,1,3000
"400","B[125]",16235.255,709.611,14863.55,16240.348,17598.656,FALSE,1,1,3000
"401","B[126]",16138.807,699.105,14771.792,16137.192,17475.533,FALSE,1,1,3000
"402","B[127]",16157.97,676.526,14842.729,16159.841,17454.115,FALSE,1,1.001,3000
"403","B[128]",16306.372,678.127,14971.931,16325.554,17615.715,FALSE,1,1.001,1851
"404","B[129]",16498.978,660.901,15199.963,16486.048,17811.409,FALSE,1,1.002,3000
"405","B[130]",16717.112,650.99,15497.014,16711.439,18058.804,FALSE,1,1,3000
"406","B[131]",16998.558,670.303,15747.736,16984.37,18391.194,FALSE,1,1,3000
"407","B[132]",17260.402,734.749,15938.171,17216.772,18796.379,FALSE,1,1,3000
"408","B[133]",17497.02,827.359,16007.28,17480.753,19213.285,FALSE,1,1,3000
"409","B[134]",17685.347,1023.947,15865.5,17618.178,19855.937,FALSE,1,1,2871
"410","B[135]",17755.786,1333.803,15400.954,17642.406,20570.345,FALSE,1,1,3000
"411","B[136]",17907.928,1646.595,14992.972,17800.589,21449.18,FALSE,1,1,3000
"412","D[1]",6.419,9.077,1,3.934,25.631,FALSE,1,1.072,534
"413","D[2]",6.232,14.147,1,3.414,28.606,FALSE,1,1.169,3000
"414","D[3]",6.25,7.753,1,3.866,26.91,FALSE,1,1.003,3000
"415","D[4]",8.65,9.244,1.026,5.979,32.565,FALSE,1,1.002,3000
"416","D[5]",10.17,9.099,1.642,7.606,36.195,FALSE,1,1.002,3000
"417","D[6]",11.831,10.406,2.053,8.883,38.977,FALSE,1,1.002,3000
"418","D[7]",13.078,10.289,2.633,10.216,40.44,FALSE,1,1,3000
"419","D[8]",14.902,11.404,3.259,11.842,42.448,FALSE,1,1.004,822
"420","D[9]",17.907,11.679,4.358,14.785,48.929,FALSE,1,1.003,1134
"421","D[10]",21.629,13.203,5.865,18.527,54.776,FALSE,1,1.001,3000
"422","D[11]",24.436,13.851,7.461,21.458,58.413,FALSE,1,1.002,1870
"423","D[12]",28.07,15.276,9.04,24.617,67.453,FALSE,1,1,2139
"424","D[13]",40.541,18.642,15.001,37.059,86.098,FALSE,1,1,3000
"425","D[14]",53.509,22.754,22.421,49.303,108.062,FALSE,1,1.001,2796
"426","D[15]",66.058,25.716,28.925,61.368,126.222,FALSE,1,1.001,3000
"427","D[16]",73.909,27.04,34.791,69.175,138.143,FALSE,1,1.001,3000
"428","D[17]",82.181,30.247,37.785,77.4,156.274,FALSE,1,1,3000
"429","D[18]",64.91,25.64,28.932,60.327,125.277,FALSE,1,1.001,2688
"430","D[19]",106.005,35.355,54.046,100.344,190.372,FALSE,1,1.001,1620
"431","D[20]",144.634,44.107,78.964,138.782,248.184,FALSE,1,1,3000
"432","D[21]",145.666,42.99,78.773,139.82,248.707,FALSE,1,1,2662
"433","D[22]",147.394,45.048,78.098,141.874,249.469,FALSE,1,1,3000
"434","D[23]",148.92,45.742,80.058,141.568,257.534,FALSE,1,1,3000
"435","D[24]",162.738,47.608,88.573,156.253,273.346,FALSE,1,1.005,445
"436","D[25]",172.712,50.658,95.953,165.734,288.492,FALSE,1,1,3000
"437","D[26]",176.973,50.639,98.034,169.916,291.692,FALSE,1,1,3000
"438","D[27]",165.04,48.978,87.925,158.581,274.807,FALSE,1,1,3000
"439","D[28]",165.658,52.316,87.054,158.575,289.764,FALSE,1,1.001,1927
"440","D[29]",118.562,39.195,60.137,112.592,212.656,FALSE,1,1.001,3000
"441","D[30]",117.299,38.874,59.357,112.357,211.197,FALSE,1,1.002,2720
"442","D[31]",94.402,32.999,46.702,89.318,175.662,FALSE,1,1.001,3000
"443","D[32]",97.825,34.829,47.306,92.066,182.046,FALSE,1,1.002,1629
"444","D[33]",117.157,39.188,59.335,110.583,206.782,FALSE,1,1,3000
"445","D[34]",111.796,36.009,56.836,106.958,196.637,FALSE,1,1.001,3000
"446","D[35]",99.022,33.902,48.81,94.212,179.829,FALSE,1,1,3000
"447","D[36]",118.909,40.6,58.914,112.78,215.119,FALSE,1,1.002,3000
"448","D[37]",126.053,42.323,61.985,119.933,226.59,FALSE,1,1,3000
"449","D[38]",105.315,37.75,51.244,99.298,197.57,FALSE,1,1.003,928
"450","D[39]",97.173,36.046,45.802,91.007,185.522,FALSE,1,1,3000
"451","D[40]",100.57,36.319,48.276,94.815,188.959,FALSE,1,1.001,3000
"452","D[41]",102.826,37.445,48.223,96.621,193.104,FALSE,1,1,3000
"453","D[42]",200.792,54.715,115.266,193.092,326.16,FALSE,1,1,3000
"454","D[43]",167.442,48.187,93.034,160.903,278.986,FALSE,1,1.001,3000
"455","D[44]",152.267,43.442,83.99,146.454,249.982,FALSE,1,1,3000
"456","D[45]",156.12,45.159,87.738,149.317,261.089,FALSE,1,1.001,2156
"457","D[46]",167.919,49.023,92.274,160.921,280.795,FALSE,1,1,3000
"458","D[47]",159.744,46.613,88.15,154.017,263.611,FALSE,1,1.001,1988
"459","D[48]",174.68,52.077,93.556,167.114,295.375,FALSE,1,1.001,3000
"460","D[49]",185.945,55.733,100.256,177.952,319.804,FALSE,1,1,3000
"461","D[50]",150.036,46.132,79.477,143.642,258.199,FALSE,1,1,3000
"462","D[51]",142.454,44.68,74.065,136.294,246.279,FALSE,1,1.002,1312
"463","D[52]",143.056,45.173,75.26,136.672,250.383,FALSE,1,1,3000
"464","D[53]",137.444,43.3,72.915,130.101,240.65,FALSE,1,1,3000
"465","D[54]",122.966,40.393,61.072,116.967,219.435,FALSE,1,1.001,1354
"466","D[55]",146.828,43.537,80.037,139.828,245.582,FALSE,1,1,3000
"467","D[56]",124.983,39.953,64.24,119.155,216.216,FALSE,1,1,3000
"468","D[57]",161.953,46.081,91.212,155.117,266.237,FALSE,1,1,3000
"469","D[58]",113.971,35.127,59.461,108.222,196.339,FALSE,1,1.001,3000
"470","D[59]",163.807,47.795,90.446,157.723,271.266,FALSE,1,1.003,1314
"471","D[60]",169.889,50.672,91.301,163.058,284.056,FALSE,1,1.001,2315
"472","D[61]",148.825,43.462,81.561,142.266,248.121,FALSE,1,1,3000
"473","D[62]",169.226,49.571,94.473,161.938,284.69,FALSE,1,1.002,908
"474","D[63]",145.081,42.972,79.566,139.429,243.512,FALSE,1,1.001,3000
"475","D[64]",161.639,48.274,86.91,154.331,275.115,FALSE,1,1,3000
"476","D[65]",176.595,52.482,95.595,168.584,297.577,FALSE,1,1,3000
"477","D[66]",146.413,45.595,77.039,140.464,253.699,FALSE,1,1,3000
"478","D[67]",162.07,51.068,85.257,155.004,283.666,FALSE,1,1,3000
"479","D[68]",127.037,40.367,64.645,121.644,220.994,FALSE,1,1,3000
"480","D[69]",163.83,47.663,89.528,158.268,276.191,FALSE,1,1.001,3000
"481","D[70]",167.726,46.397,92.95,161.558,272.137,FALSE,1,1,3000
"482","D[71]",177.098,49.727,101.153,169.652,291.527,FALSE,1,1.001,2488
"483","D[72]",222.882,59.541,129.207,214.511,358.556,FALSE,1,1,3000
"484","D[73]",195.111,53.257,113.228,188.427,318.358,FALSE,1,1.001,1162
"485","D[74]",186.504,50.102,105.3,180.889,298.766,FALSE,1,1,3000
"486","D[75]",215.377,56.152,126.696,209.097,341.494,FALSE,1,1.001,3000
"487","D[76]",172.041,47.622,97.004,165.371,285.744,FALSE,1,1,3000
"488","D[77]",138.426,42.375,75.652,132.452,240.336,FALSE,1,1.001,3000
"489","D[78]",202.63,53.746,116.788,197.526,319.521,FALSE,1,1.002,805
"490","D[79]",213.635,56.464,123.809,207.834,343.125,FALSE,1,1.001,1487
"491","D[80]",126.098,39.667,67.092,119.727,220.783,FALSE,1,1.001,3000
"492","D[81]",99.104,31.957,50.026,94.442,175.409,FALSE,1,1.001,1610
"493","D[82]",147.36,43.53,79.89,141.39,245.706,FALSE,1,1,3000
"494","D[83]",133.782,41.882,72.077,126.569,231.981,FALSE,1,1.002,3000
"495","D[84]",105.496,34.618,53.494,99.872,187.954,FALSE,1,1,3000
"496","D[85]",101.326,33.757,50.842,96.383,179.632,FALSE,1,1.001,3000
"497","D[86]",87.155,29.704,43.078,82.509,158.255,FALSE,1,1,3000
"498","D[87]",89.078,30.96,44.311,84.167,162.798,FALSE,1,1,3000
"499","D[88]",105.269,33.692,54.356,99.631,181.939,FALSE,1,1.001,1624
"500","D[89]",82.653,29.505,39.945,78.124,156.053,FALSE,1,1.001,3000
"501","D[90]",59.468,23.828,26.02,55.459,118.538,FALSE,1,1,3000
"502","D[91]",82.097,29.508,39.726,76.962,153.205,FALSE,1,1.001,3000
"503","D[92]",71.292,27.302,33.209,66.433,138.032,FALSE,1,1.001,3000
"504","D[93]",36.389,22.032,6.184,31.658,91.873,FALSE,1,1.001,1130
"505","D[94]",47.232,24.769,12.666,42.818,106.208,FALSE,1,1.001,3000
"506","D[95]",32.223,17.455,8.538,28.967,73.698,FALSE,1,1.001,3000
"507","D[96]",53.179,23.242,20.037,49.28,110.787,FALSE,1,1.001,3000
"508","D[97]",54.425,22.443,21.622,50.541,107.665,FALSE,1,1.001,3000
"509","D[98]",64.356,27.413,23.857,60.287,127.309,FALSE,1,1.001,3000
"510","D[99]",84.566,31.497,35.441,80.006,158.749,FALSE,1,1,3000
"511","D[100]",72.809,28.969,28.822,68.528,140.308,FALSE,1,1,2779
"512","D[101]",83.218,33.266,31.238,79.486,156.961,FALSE,1,1,3000
"513","D[102]",29.134,28.922,1,22.097,102.891,FALSE,1,1,3000
"514","D[103]",53.397,36.302,1,47.723,135.623,FALSE,1,1,3000
"515","D[104]",26.465,27.882,1,19.194,94.001,FALSE,1,1,3000
"516","D[105]",10.057,19.464,1,1,66.759,FALSE,1,1.002,3000
"517","D[106]",7.726,18.012,1,1,66.345,FALSE,1,1.006,1563
"518","D[107]",3.296,10.722,1,1,34.991,FALSE,1,1.006,3000
"519","D[108]",23.642,24.384,1,17.01,85.458,FALSE,1,1,3000
"520","D[109]",79.328,35.305,23.387,74.675,161.556,FALSE,1,1,3000
"521","D[110]",84.738,39.108,21.074,80.93,175.829,FALSE,1,1.002,984
"522","D[111]",157.193,53.006,68.584,151.123,279.675,FALSE,1,1,3000
"523","D[112]",48.734,40.786,1,40.795,146.638,FALSE,1,1,3000
"524","D[113]",27.054,29.557,1,18.752,106.274,FALSE,1,1,3000
"525","D[114]",10.707,17.246,1,1,58.937,FALSE,1,1.002,3000
"526","D[115]",1.355,3.082,1,1,3.703,FALSE,1,1.038,3000
"527","D[116]",2.899,7.363,1,1,25.705,FALSE,1,1.016,2443
"528","D[117]",75.099,61.115,1,64.218,223.424,FALSE,1,1.002,3000
"529","D[118]",36.897,32.724,1,30.429,112.801,FALSE,1,1.001,2297
"530","D[119]",34.637,35.456,1,25.587,122.914,FALSE,1,1.007,584
"531","D[120]",86.123,68.656,1,73.869,247.236,FALSE,1,1.001,2433
"532","D[121]",37.702,33.193,1,32.804,113.968,FALSE,1,1,3000
"533","D[122]",52.137,32.283,1,48.777,123.458,FALSE,1,1,3000
"534","D[123]",87.61,39.774,20.754,83.154,173.211,FALSE,1,1,3000
"535","D[124]",1.275,2.147,1,1,2.824,FALSE,1,1.01,2965
"536","D[125]",1.003,0.1,1,1,1,FALSE,1,1.234,2363
"537","D[126]",1.009,0.285,1,1,1,FALSE,1,1.277,1657
"538","D[127]",3.377,5.078,1,1,19.6,FALSE,1,1.001,3000
"539","D[128]",1.044,0.538,1,1,1,FALSE,1,1.078,1215
"540","D[129]",11.273,17.935,1,1,62.935,FALSE,1,1.001,1343
"541","D[130]",1.306,2.166,1,1,4.253,FALSE,1,1.011,2637
"542","D[131]",19.547,19.359,1,14.607,68.164,FALSE,1,1,3000
"543","D[132]",2.101,3.771,1,1,14.64,FALSE,1,1.01,2980
"544","D[133]",2.319,4.993,1,1,17.956,FALSE,1,1.008,3000
"545","D[134]",36.468,24.949,1,32.977,93.607,FALSE,1,1,3000
"546","D[135]",45.495,98.214,1,1,305.497,FALSE,1,1,3000
"547","C[1]",6.419,9.077,1,3.934,25.631,FALSE,1,1.072,534
"548","C[2]",6.232,14.147,1,3.414,28.606,FALSE,1,1.169,3000
"549","C[3]",6.251,7.753,1,3.867,26.91,FALSE,1,1.003,3000
"550","C[4]",8.65,9.244,1.026,5.979,32.565,FALSE,1,1.002,3000
"551","C[5]",10.171,9.099,1.642,7.606,36.195,FALSE,1,1.002,3000
"552","C[6]",11.831,10.406,2.053,8.883,38.978,FALSE,1,1.002,3000
"553","C[7]",13.078,10.289,2.634,10.216,40.44,FALSE,1,1,3000
"554","C[8]",14.903,11.404,3.26,11.842,42.449,FALSE,1,1.004,822
"555","C[9]",17.907,11.679,4.359,14.785,48.929,FALSE,1,1.003,1134
"556","C[10]",21.629,13.203,5.865,18.527,54.776,FALSE,1,1.001,3000
"557","C[11]",24.437,13.851,7.462,21.458,58.413,FALSE,1,1.002,1870
"558","C[12]",28.07,15.276,9.04,24.618,67.453,FALSE,1,1,2139
"559","C[13]",40.541,18.642,15.001,37.059,86.098,FALSE,1,1,3000
"560","C[14]",53.51,22.754,22.421,49.303,108.063,FALSE,1,1.001,2796
"561","C[15]",66.058,25.716,28.925,61.368,126.222,FALSE,1,1.001,3000
"562","C[16]",73.909,27.04,34.791,69.175,138.144,FALSE,1,1.001,3000
"563","C[17]",82.181,30.247,37.785,77.4,156.274,FALSE,1,1,3000
"564","C[18]",64.91,25.64,28.932,60.327,125.278,FALSE,1,1.001,2688
"565","C[19]",106.005,35.355,54.047,100.344,190.373,FALSE,1,1.001,1620
"566","C[20]",144.634,44.107,78.965,138.782,248.184,FALSE,1,1,3000
"567","C[21]",145.666,42.99,78.774,139.82,248.707,FALSE,1,1,2662
"568","C[22]",147.394,45.048,78.098,141.874,249.469,FALSE,1,1,3000
"569","C[23]",148.92,45.742,80.058,141.569,257.534,FALSE,1,1,3000
"570","C[24]",162.738,47.608,88.573,156.254,273.346,FALSE,1,1.005,445
"571","C[25]",172.712,50.658,95.954,165.734,288.492,FALSE,1,1,3000
"572","C[26]",176.974,50.639,98.034,169.916,291.693,FALSE,1,1,3000
"573","C[27]",165.041,48.978,87.925,158.581,274.807,FALSE,1,1,3000
"574","C[28]",165.658,52.316,87.054,158.575,289.765,FALSE,1,1.001,1927
"575","C[29]",118.562,39.195,60.137,112.592,212.656,FALSE,1,1.001,3000
"576","C[30]",117.3,38.874,59.358,112.357,211.197,FALSE,1,1.002,2720
"577","C[31]",94.402,32.999,46.702,89.318,175.662,FALSE,1,1.001,3000
"578","C[32]",97.825,34.829,47.306,92.066,182.046,FALSE,1,1.002,1629
"579","C[33]",117.157,39.188,59.335,110.583,206.782,FALSE,1,1,3000
"580","C[34]",111.796,36.009,56.836,106.958,196.637,FALSE,1,1.001,3000
"581","C[35]",99.022,33.902,48.812,94.212,179.83,FALSE,1,1,3000
"582","C[36]",118.909,40.6,58.914,112.78,215.119,FALSE,1,1.002,3000
"583","C[37]",126.053,42.323,61.985,119.933,226.59,FALSE,1,1,3000
"584","C[38]",105.315,37.75,51.244,99.298,197.572,FALSE,1,1.003,928
"585","C[39]",97.173,36.046,45.802,91.007,185.522,FALSE,1,1,3000
"586","C[40]",100.57,36.319,48.276,94.816,188.959,FALSE,1,1.001,3000
"587","C[41]",102.826,37.445,48.224,96.621,193.104,FALSE,1,1,3000
"588","C[42]",200.792,54.715,115.267,193.092,326.16,FALSE,1,1,3000
"589","C[43]",167.442,48.187,93.035,160.903,278.986,FALSE,1,1.001,3000
"590","C[44]",152.268,43.442,83.99,146.454,249.982,FALSE,1,1,3000
"591","C[45]",156.12,45.159,87.738,149.317,261.089,FALSE,1,1.001,2156
"592","C[46]",167.919,49.023,92.274,160.921,280.795,FALSE,1,1,3000
"593","C[47]",159.744,46.613,88.15,154.018,263.612,FALSE,1,1.001,1988
"594","C[48]",174.68,52.077,93.556,167.114,295.375,FALSE,1,1.001,3000
"595","C[49]",185.945,55.733,100.256,177.953,319.805,FALSE,1,1,3000
"596","C[50]",150.036,46.132,79.477,143.643,258.2,FALSE,1,1,3000
"597","C[51]",142.455,44.68,74.065,136.294,246.279,FALSE,1,1.002,1312
"598","C[52]",143.056,45.173,75.26,136.673,250.383,FALSE,1,1,3000
"599","C[53]",137.444,43.3,72.915,130.101,240.651,FALSE,1,1,3000
"600","C[54]",122.966,40.393,61.072,116.967,219.435,FALSE,1,1.001,1354
"601","C[55]",146.828,43.537,80.038,139.828,245.583,FALSE,1,1,3000
"602","C[56]",124.983,39.953,64.241,119.156,216.216,FALSE,1,1,3000
"603","C[57]",161.953,46.081,91.213,155.117,266.237,FALSE,1,1,3000
"604","C[58]",113.971,35.127,59.463,108.222,196.339,FALSE,1,1.001,3000
"605","C[59]",163.808,47.795,90.447,157.723,271.267,FALSE,1,1.003,1314
"606","C[60]",169.889,50.672,91.301,163.058,284.056,FALSE,1,1.001,2315
"607","C[61]",148.825,43.462,81.561,142.266,248.121,FALSE,1,1,3000
"608","C[62]",169.226,49.571,94.474,161.938,284.691,FALSE,1,1.002,908
"609","C[63]",145.081,42.972,79.567,139.429,243.513,FALSE,1,1.001,3000
"610","C[64]",161.639,48.274,86.911,154.331,275.115,FALSE,1,1,3000
"611","C[65]",176.595,52.482,95.595,168.584,297.578,FALSE,1,1,3000
"612","C[66]",146.413,45.595,77.04,140.464,253.7,FALSE,1,1,3000
"613","C[67]",162.071,51.068,85.257,155.004,283.666,FALSE,1,1,3000
"614","C[68]",127.037,40.367,64.646,121.645,220.994,FALSE,1,1,3000
"615","C[69]",163.831,47.663,89.528,158.268,276.191,FALSE,1,1.001,3000
"616","C[70]",167.726,46.397,92.95,161.558,272.137,FALSE,1,1,3000
"617","C[71]",177.098,49.727,101.153,169.653,291.527,FALSE,1,1.001,2488
"618","C[72]",222.882,59.541,129.208,214.511,358.557,FALSE,1,1,3000
"619","C[73]",195.112,53.257,113.228,188.428,318.358,FALSE,1,1.001,1162
"620","C[74]",229.064,86.503,123.681,214.168,427.888,FALSE,1,1.008,3000
"621","C[75]",334.237,170.083,159.912,288.94,831.927,FALSE,1,1.001,3000
"622","C[76]",385.283,230.536,145.028,309.428,1044.487,FALSE,1,1.002,1429
"623","C[77]",462.802,281.143,140.104,368.157,1184.757,FALSE,1,1.001,3000
"624","C[78]",604.129,309.549,209.826,525.296,1316.528,FALSE,1,1,3000
"625","C[79]",469.042,258.249,181.724,388.532,1190.27,FALSE,1,1.001,3000
"626","C[80]",354.231,244.445,112.346,272.842,1097.074,FALSE,1,1,3000
"627","C[81]",291.504,216.955,86.501,216.942,945.456,FALSE,1,1,3000
"628","C[82]",303.143,196.627,113.867,241.37,889.101,FALSE,1,1,3000
