"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"302","B[27]",44242.32,18021.027,21103.007,40464.052,92951.557,FALSE,1,1.004,771
"303","B[28]",43790.494,17578.701,20699.406,40151.109,89909.572,FALSE,1,1.003,800
"304","B[29]",43518.435,17413.779,20549.235,39933.449,89880.604,FALSE,1,1.004,681
"305","B[30]",43332.309,17224.438,20388.758,39964.812,88484.194,FALSE,1,1.004,662
"306","B[31]",43147.146,16891.222,20589.412,39895.883,87999.965,FALSE,1,1.003,730
"307","B[32]",42988.808,16756.921,20533.668,39900.524,87338.263,FALSE,1,1.003,777
"308","B[33]",42771.998,16548.036,20596.542,39754.355,86402.426,FALSE,1,1.003,740
"309","B[34]",42533.527,16321.563,20367.499,39404.439,85478.713,FALSE,1,1.003,775
"310","B[35]",42312.956,16152.627,20784.488,39364.596,83663.03,FALSE,1,1.004,664
"311","B[36]",42171.783,16002.012,20808.841,39217.866,82850.66,FALSE,1,1.004,740
"312","B[37]",41959.187,15806.59,20746.379,39061.276,81013.862,FALSE,1,1.003,863
"313","B[38]",41759.339,15564.885,21012.102,39039.739,82037.999,FALSE,1,1.003,840
"314","B[39]",41644.604,15478.662,20887.102,38820.321,81501.027,FALSE,1,1.002,1057
"315","B[40]",41487.163,15428.586,20845.638,38635.819,80987.215,FALSE,1,1.002,1017
"316","B[41]",41327.32,15239.695,20731.543,38610.717,81089.018,FALSE,1,1.002,1126
"317","B[42]",41195.945,15090.734,20624.057,38496.459,80057.354,FALSE,1,1.002,1107
"318","B[43]",40862.142,14868.712,20809.267,38251.613,79374.443,FALSE,1,1.002,1037
"319","B[44]",40652.854,14731.629,20571.271,38115.535,78685.505,FALSE,1,1.002,1092
"320","B[45]",40478.231,14581.215,20455.64,37951.651,77568.924,FALSE,1,1.002,1021
"321","B[46]",40196.438,14319.104,20177.341,37792.675,77261.755,FALSE,1,1.002,947
"322","B[47]",39949.455,14233.293,20297.131,37553.487,77215.381,FALSE,1,1.002,931
"323","B[48]",39746.905,14007.634,20132.809,37449.832,75311.373,FALSE,1,1.002,910
"324","B[49]",39512.34,13847.129,19934.66,37246.881,75108.055,FALSE,1,1.003,797
"325","B[50]",39275.611,13681.195,20156.925,37107.56,73744.412,FALSE,1,1.003,788
"326","B[51]",39077.334,13471.287,20069.062,36956.195,72560.931,FALSE,1,1.003,785
"327","B[52]",38914.306,13339.688,19969.362,36653.856,71469.029,FALSE,1,1.003,774
"328","B[53]",38703.302,13141.592,20074.931,36478.406,70556.274,FALSE,1,1.003,858
"329","B[54]",38556.811,13078.959,20050.617,36288.745,70576.381,FALSE,1,1.003,819
"330","B[55]",38352.239,12863.089,19872.589,36335.54,69591.493,FALSE,1,1.003,722
"331","B[56]",38165.198,12639.472,19793.653,36267.346,68459.87,FALSE,1,1.003,743
"332","B[57]",38019.618,12452.301,19842.803,36145.198,69013.901,FALSE,1,1.003,819
"333","B[58]",37822.908,12313.858,19699.389,35998.749,67107.674,FALSE,1,1.003,868
"334","B[59]",37649.352,12118.984,19860.567,35974.542,66894.504,FALSE,1,1.003,897
"335","B[60]",37465.635,11863.861,19726.605,35756.125,66569.698,FALSE,1,1.003,927
"336","B[61]",37301.414,11783.575,19708.074,35582.06,66461.825,FALSE,1,1.003,906
"337","B[62]",37115.828,11637.197,19801.117,35211.404,65822.752,FALSE,1,1.003,897
"338","B[63]",36891.803,11455.726,20030.801,35189.837,65378.631,FALSE,1,1.002,1296
"339","B[64]",36723.181,11264.57,19860.231,35180.683,64387.006,FALSE,1,1.001,1805
"340","B[65]",36543.947,11021.748,20015.81,34985.469,63926.739,FALSE,1,1.001,1952
"341","B[66]",36385.742,10831.799,20099.982,35007.562,62210.676,FALSE,1,1.001,1911
"342","B[67]",36279.037,10620.344,19825.466,34811.042,60908.417,FALSE,1,1,2704
"343","B[68]",36081.698,10417.427,19827.896,34680.477,60634.085,FALSE,1,1.001,1989
"344","B[69]",35968.415,10232.281,19780.274,34685.544,59574.838,FALSE,1,1.001,1699
"345","B[70]",35852.214,10134.613,19852.263,34585.44,59807.271,FALSE,1,1.001,2030
"346","B[71]",35667.569,9988.537,19759.298,34440.552,58881.857,FALSE,1,1,2191
"347","B[72]",35453.509,9822.207,19809.38,34233.197,58782.436,FALSE,1,1,2596
"348","B[73]",35218.535,9603.031,19576.296,34184.67,57963.337,FALSE,1,1.001,2017
"349","B[74]",34979.43,9381.461,19789.352,33910.489,57241.109,FALSE,1,1.001,2102
"350","B[75]",34719.006,9212.81,19531.15,33800.647,56662.335,FALSE,1,1,2671
"351","B[76]",34404.888,9030.825,19578.072,33457.306,56275.021,FALSE,1,1.001,2100
"352","B[77]",34003.044,8814.716,19428.018,33189.016,54812.401,FALSE,1,1.001,1633
"353","B[78]",33588.994,8680.892,18985.29,32801.067,53535.073,FALSE,1,1.001,1593
"354","B[79]",33006.685,8528.315,18916.018,32232.334,52783.515,FALSE,1,1.001,1701
"355","B[80]",32540.203,8406.288,18723.848,31759.65,51894.873,FALSE,1,1.001,1554
"356","B[81]",32245.993,8253.163,18570.901,31534.791,50897.546,FALSE,1,1,2527
"357","B[82]",31998.637,7981.049,18524.462,31357.52,49706.171,FALSE,1,1,2768
"358","B[83]",31715.819,7760.683,18637.685,31110.729,49283.98,FALSE,1,1,2418
"359","B[84]",31528.708,7542.308,18564.087,30938.85,48512.962,FALSE,1,1,2460
"360","B[85]",31347.07,7345.696,18776.044,30725.831,47812.527,FALSE,1,1,3000
"361","B[86]",31116.372,7103.413,19159.636,30540.477,46677.682,FALSE,1,1,3000
"362","B[87]",30986.586,6941.002,19196.923,30401.014,46564.333,FALSE,1,1,3000
"363","B[88]",30850.459,6697.128,19326.91,30338.956,46005.476,FALSE,1,1,3000
"364","B[89]",30623.362,6438.022,19470.413,30168.055,44986.906,FALSE,1,1,3000
"365","B[90]",30509.069,6295.585,19632.586,30096.794,44643.414,FALSE,1,1,3000
"366","B[91]",30372.738,6062.073,19978.856,29940.228,43545.268,FALSE,1,1,3000
"367","B[92]",30395.396,5841.622,20454.142,29993.417,43344.843,FALSE,1,1,3000
"368","B[93]",30389.995,5637.254,20582.209,30107.307,42664.942,FALSE,1,1,3000
"369","B[94]",30300.162,5435.534,20812.012,29985.789,42106.099,FALSE,1,1,3000
"370","B[95]",30225.031,5243.3,20909.037,29936.503,41965.617,FALSE,1,1,3000
"371","B[96]",30212.24,5028.64,21492.263,29963.058,41086.484,FALSE,1,1,3000
"372","B[97]",30104.422,4791.066,21666.448,29849.73,40345.181,FALSE,1,1,3000
"373","B[98]",29794.125,4532.328,21792.907,29530.141,39492.132,FALSE,1,1,3000
"374","B[99]",29392.135,4302.584,21618.641,29072.287,38416.603,FALSE,1,1,3000
"375","B[100]",28977.462,4043.758,21562.426,28757.476,37273.557,FALSE,1,1,3000
"376","B[101]",28315.103,3746.969,21307.3,28124.539,36375.027,FALSE,1,1,3000
"377","B[102]",27714.309,3419.175,21405.473,27478.223,34917.014,FALSE,1,1.001,2620
"378","B[103]",27390.184,3132.24,21666.326,27172.49,34152.258,FALSE,1,1,3000
"379","B[104]",27184.487,2832.075,21973.069,26999.783,33402.306,FALSE,1,1,2158
"380","B[105]",26830.148,2509.877,22207.24,26667.052,32407.978,FALSE,1,1,3000
"381","B[106]",26452.962,2151.014,22486.117,26331.541,30796.333,FALSE,1,1.001,1745
"382","B[107]",26032.966,1795.733,22707.622,25961.193,29844.342,FALSE,1,1,2732
"383","B[108]",25624.275,1576.469,22724.153,25538.114,28857.213,FALSE,1,1.002,1093
"384","B[109]",25445.007,1420.643,22891.948,25352.207,28420.985,FALSE,1,1,3000
"385","B[110]",25050.767,1327.094,22654.493,25009.442,27820.115,FALSE,1,1,2199
"386","B[111]",24576.897,1250.592,22302.599,24496.949,27227.186,FALSE,1,1.002,1044
"387","B[112]",23868.996,1158.194,21752.39,23804.851,26302.449,FALSE,1,1,3000
"388","B[113]",23171.112,1100.041,21132.76,23122.119,25467.632,FALSE,1,1,3000
"389","B[114]",22536.141,1027.689,20651.728,22489.378,24679.718,FALSE,1,1,3000
"390","B[115]",21894.152,1026.58,19978.567,21858.58,24031.178,FALSE,1,1.002,1273
"391","B[116]",21352.633,973.498,19517.542,21345.679,23302.475,FALSE,1,1.002,1400
"392","B[117]",20765.846,924.035,19024.726,20741.947,22645.737,FALSE,1,1.001,2906
"393","B[118]",19969.112,870.71,18300.162,19935.703,21686.806,FALSE,1,1.001,1695
"394","B[119]",19194.772,804.68,17613.279,19201.379,20803.371,FALSE,1,1.001,3000
"395","B[120]",18459.344,775.573,16960.263,18437.582,20049.765,FALSE,1,1.001,3000
"396","B[121]",17777.526,764.836,16326.747,17783.06,19292.618,FALSE,1,1.001,3000
"397","B[122]",17271.278,763.861,15784.782,17265.343,18779.502,FALSE,1,1,3000
"398","B[123]",16811.122,748.076,15306.93,16829.635,18261.479,FALSE,1,1.002,1101
"399","B[124]",16398.741,744.843,14934.303,16407.4,17855.969,FALSE,1,1.001,1936
"400","B[125]",16223.493,731.57,14767.776,16237.236,17624.608,FALSE,1,1,2838
"401","B[126]",16129.098,719.263,14740.144,16144.733,17496.454,FALSE,1,1.001,1571
"402","B[127]",16146.593,694.046,14822.2,16151.978,17501.497,FALSE,1,1.002,793
"403","B[128]",16312.583,666.842,15024.327,16311.305,17577.74,FALSE,1,1.002,993
"404","B[129]",16471.222,658.564,15151.935,16476.864,17734.238,FALSE,1,1,3000
"405","B[130]",16684.96,653.06,15439.233,16693.242,17987.32,FALSE,1,1,3000
"406","B[131]",16976.001,662.717,15703.311,16967.769,18324.215,FALSE,1,1,3000
"407","B[132]",17267.319,725.864,15925.258,17236.941,18746.8,FALSE,1,1,3000
"408","B[133]",17495.578,834.2,15951.96,17452.562,19245.163,FALSE,1,1,3000
"409","B[134]",17700.786,1057.061,15815.837,17622.382,19994.385,FALSE,1,1,3000
"410","B[135]",17789.364,1352.402,15457.689,17699.56,20733.013,FALSE,1,1,3000
"411","B[136]",17937.834,1674.988,15072.839,17783.859,21594.777,FALSE,1,1,3000
"412","D[1]",9.104,11.578,1,5.581,37.721,FALSE,1,1.001,3000
"413","D[2]",8.044,11.829,1,4.739,33.369,FALSE,1,1.019,3000
"414","D[3]",8.743,11.953,1,5.203,38.294,FALSE,1,1.022,1912
"415","D[4]",11.991,13.205,1.41,7.9,45.051,FALSE,1,1.004,3000
"416","D[5]",13.672,12.285,2.028,10.159,47.681,FALSE,1,1.001,3000
"417","D[6]",16.117,13.859,2.863,12.116,52.223,FALSE,1,1.004,3000
"418","D[7]",17.899,14.07,3.668,13.805,55.994,FALSE,1,1.001,3000
"419","D[8]",20.106,15.403,4.165,15.659,61.96,FALSE,1,1.001,3000
"420","D[9]",24.452,16.768,6.118,20.058,66.319,FALSE,1,1.001,3000
"421","D[10]",28.753,17.643,7.854,24.45,73.259,FALSE,1,1.001,3000
"422","D[11]",32.746,18.526,9.958,28.754,78.183,FALSE,1,1.001,3000
"423","D[12]",38.223,21.44,12.335,33.102,94.939,FALSE,1,1.002,1205
"424","D[13]",54.488,25.603,20.819,49.04,116.806,FALSE,1,1,3000
"425","D[14]",71.869,29.624,30.009,66.699,145.475,FALSE,1,1,3000
"426","D[15]",87.92,33.659,39.756,82.171,170.741,FALSE,1,1,3000
"427","D[16]",99.739,37.251,45.293,93.758,187.728,FALSE,1,1.001,3000
"428","D[17]",110.183,39.422,51.329,103.398,203.025,FALSE,1,1,3000
"429","D[18]",87.189,33.151,39.43,80.864,166.575,FALSE,1,1,3000
"430","D[19]",141.889,48.182,70.772,133.389,256.253,FALSE,1,1,3000
"431","D[20]",194.487,59.726,104.403,185.049,336.779,FALSE,1,1.002,3000
"432","D[21]",195.644,59.277,105.334,187.903,333.596,FALSE,1,1.001,3000
"433","D[22]",200.362,61.697,108.736,189.601,343.402,FALSE,1,1,3000
"434","D[23]",202.117,61.294,109.168,193.688,342.722,FALSE,1,1.001,3000
"435","D[24]",221.069,64.342,124.72,211.75,368.839,FALSE,1,1,3000
"436","D[25]",232.629,68.386,125.95,223.407,390.491,FALSE,1,1,3000
"437","D[26]",236.658,68.803,131.288,226.414,394.974,FALSE,1,1,3000
"438","D[27]",223.09,68.226,119.485,213.598,379.598,FALSE,1,1.001,2565
"439","D[28]",224.473,68.663,117.996,214.177,386.241,FALSE,1,1,3000
"440","D[29]",159.7,53.366,80.447,150.99,282.633,FALSE,1,1.001,3000
"441","D[30]",158.184,53.636,78.922,149.204,286.241,FALSE,1,1.003,785
"442","D[31]",128.235,44.357,63.378,120.987,232.645,FALSE,1,1.002,1450
"443","D[32]",134.036,47.709,64.094,127.455,247.047,FALSE,1,1,3000
"444","D[33]",156.707,52.555,79.702,147.987,287.31,FALSE,1,1.001,2267
"445","D[34]",149.781,49.924,76.278,142.256,269.283,FALSE,1,1,3000
"446","D[35]",132.314,45.766,65.29,123.961,243.02,FALSE,1,1.001,3000
"447","D[36]",159.554,54.43,78.188,151.411,288.966,FALSE,1,1,3000
"448","D[37]",171.358,58.174,83.339,161.833,313.106,FALSE,1,1.001,3000
"449","D[38]",142.146,49.836,68.977,134.017,257.056,FALSE,1,1.003,1491
"450","D[39]",131.415,48.468,62.65,123.375,251.455,FALSE,1,1.003,749
"451","D[40]",138.01,51.859,64.886,128.209,265.997,FALSE,1,1,3000
"452","D[41]",139.6,50.391,65.335,130.819,259.913,FALSE,1,1,3000
"453","D[42]",269.056,74.001,152.189,260.006,432.005,FALSE,1,1.001,3000
"454","D[43]",226.604,65.38,126.392,217.178,376.995,FALSE,1,1,3000
"455","D[44]",205.918,58.639,115.19,198.48,338.603,FALSE,1,1.002,2207
"456","D[45]",212.149,60.906,115.473,205.191,351.345,FALSE,1,1,3000
"457","D[46]",227.404,67.605,126.468,216.283,383.857,FALSE,1,1.001,3000
"458","D[47]",215.314,63.052,115.641,208.212,364.342,FALSE,1,1,3000
"459","D[48]",235.458,69.963,125.511,225.969,395.72,FALSE,1,1,3000
"460","D[49]",247.659,72.453,137.585,237.552,415.306,FALSE,1,1,3000
"461","D[50]",205.304,62.708,108.736,197.469,350.491,FALSE,1,1,3000
"462","D[51]",195.1,62.685,102.127,184.841,347.986,FALSE,1,1,3000
"463","D[52]",190.966,62.928,96.403,180.655,336.381,FALSE,1,1,3000
"464","D[53]",187.507,58.308,99.252,179.753,326.099,FALSE,1,1.001,2929
"465","D[54]",163.637,50.981,85.324,156.387,275.965,FALSE,1,1.001,2435
"466","D[55]",197.826,58.716,105.626,188.941,328.002,FALSE,1,1,3000
"467","D[56]",169.673,54.281,87.492,161.287,301.613,FALSE,1,1.002,1688
"468","D[57]",216.883,59.119,124.122,209.629,351.97,FALSE,1,1,3000
"469","D[58]",154.332,48.516,80.43,147.086,265.172,FALSE,1,1.001,3000
"470","D[59]",220.649,62.953,123.576,211.604,362.684,FALSE,1,1.001,1577
"471","D[60]",228.986,68.963,124.515,219.369,389.499,FALSE,1,1.001,3000
"472","D[61]",200.459,58.618,110.513,192.548,335.663,FALSE,1,1,3000
"473","D[62]",226.23,63.725,127.729,217.969,370.723,FALSE,1,1.001,3000
"474","D[63]",195.549,60.227,104.656,185.799,335.68,FALSE,1,1.002,3000
"475","D[64]",217.896,63.875,120.017,209.524,365.364,FALSE,1,1.001,2252
"476","D[65]",236.518,71.917,125.732,226.361,405.344,FALSE,1,1.003,737
"477","D[66]",197.346,62.551,104.984,188.359,342.335,FALSE,1,1,3000
"478","D[67]",219.838,70.081,115.675,208.8,381.442,FALSE,1,1.001,3000
"479","D[68]",172.789,56.749,86.738,165.075,307.102,FALSE,1,1.002,1835
"480","D[69]",221.26,62.936,120.956,212.683,369.181,FALSE,1,1.001,1363
"481","D[70]",222.34,60.849,126.778,214.959,364.139,FALSE,1,1.002,920
"482","D[71]",239.822,66.436,136.318,229.58,394.46,FALSE,1,1.001,3000
"483","D[72]",301.987,81.168,174.909,292.231,482.991,FALSE,1,1,3000
"484","D[73]",266.951,69.751,158.296,258.4,428.857,FALSE,1,1,3000
"485","D[74]",252.077,69.671,143.213,243.235,412.697,FALSE,1,1,3000
"486","D[75]",290.805,76.561,171.184,281.242,461.501,FALSE,1,1,3000
"487","D[76]",229.516,63.099,129.709,220.932,364.678,FALSE,1,1.001,3000
"488","D[77]",186.361,56.747,101.657,177.847,322.954,FALSE,1,1,3000
"489","D[78]",272.436,73.182,158.449,262.63,444.087,FALSE,1,1.001,3000
"490","D[79]",286.487,77.09,166.767,276.408,458.814,FALSE,1,1,3000
"491","D[80]",169.55,52.605,88.947,160.984,293.071,FALSE,1,1.001,2392
"492","D[81]",132.707,42.499,69.356,126.302,231.894,FALSE,1,1,3000
"493","D[82]",199.455,61.903,105.394,190.342,339.515,FALSE,1,1,3000
"494","D[83]",182.248,57.25,97.068,173.748,316.847,FALSE,1,1.003,777
"495","D[84]",141.311,45.956,72.736,135.083,249.268,FALSE,1,1,3000
"496","D[85]",137.909,45.716,70.107,129.871,246.308,FALSE,1,1,3000
"497","D[86]",117.494,41.018,56.745,110.67,212.348,FALSE,1,1.003,955
"498","D[87]",120.671,40.318,60.283,115.195,219.446,FALSE,1,1.005,503
"499","D[88]",141.028,45.842,72.156,134.275,248.157,FALSE,1,1,3000
"500","D[89]",112.105,39.241,54.314,106.352,205.445,FALSE,1,1,3000
"501","D[90]",79.23,31.224,34.86,73.338,157.211,FALSE,1,1.001,1614
"502","D[91]",110.491,38.7,53.514,104.735,200.804,FALSE,1,1.005,707
"503","D[92]",97.766,37.851,44.61,91.499,191.717,FALSE,1,1.001,2948
"504","D[93]",54.608,30.513,13.137,48.729,131.043,FALSE,1,1,3000
"505","D[94]",67.231,33.993,21.854,60.166,151.436,FALSE,1,1,3000
"506","D[95]",46.003,24.715,14.417,40.958,107.274,FALSE,1,1,3000
"507","D[96]",74.743,31.015,29.874,69.641,149.13,FALSE,1,1.001,3000
"508","D[97]",77.82,32.104,30.35,72.499,155.749,FALSE,1,1,3000
"509","D[98]",91.284,37.686,36.951,85.46,181.616,FALSE,1,1.001,3000
"510","D[99]",120.623,43.126,55.469,115.277,216.583,FALSE,1,1.003,1722
"511","D[100]",103.406,38.978,45.787,97.466,195.57,FALSE,1,1,3000
"512","D[101]",121.542,44.625,52.538,115.237,226.651,FALSE,1,1,3000
"513","D[102]",64.018,43.453,1,57.081,166.917,FALSE,1,1.001,1694
"514","D[103]",93.73,46.878,20.833,87.741,199.744,FALSE,1,1.001,3000
"515","D[104]",58.257,41.512,1,51.208,156.297,FALSE,1,1,3000
"516","D[105]",35.077,39.08,1,22.648,135.528,FALSE,1,1.001,1819
"517","D[106]",31.869,40.92,1,14.108,139.264,FALSE,1,1,3000
"518","D[107]",20.946,36.237,1,1,125.54,FALSE,1,1.001,1439
"519","D[108]",52.203,38.706,1,45.277,146.436,FALSE,1,1.001,3000
"520","D[109]",78.935,35.649,21.934,74.354,159.907,FALSE,1,1,3000
"521","D[110]",83.25,38.553,17.333,79.054,168.931,FALSE,1,1.001,1688
"522","D[111]",157.066,54.198,65.787,153.052,279.223,FALSE,1,1,3000
"523","D[112]",48.146,40.535,1,40.897,148.478,FALSE,1,1,3000
"524","D[113]",26.637,29.463,1,18.052,104.41,FALSE,1,1.001,3000
"525","D[114]",11.093,17.705,1,1,62.121,FALSE,1,1,3000
"526","D[115]",1.262,2.2,1,1,1.815,FALSE,1,1.038,3000
"527","D[116]",3.006,7.455,1,1,27.641,FALSE,1,1.006,3000
"528","D[117]",72.944,58.805,1,64.608,209.964,FALSE,1,1,3000
"529","D[118]",37.101,33.83,1,29.94,115.258,FALSE,1,1,3000
"530","D[119]",34.516,34.568,1,25.862,119.638,FALSE,1,1,3000
"531","D[120]",87.183,70.994,1,74.172,259.324,FALSE,1,1,3000
"532","D[121]",36.926,32.753,1,31.424,116.536,FALSE,1,1,3000
"533","D[122]",51.51,33.466,1,47.957,124.227,FALSE,1,1.001,3000
"534","D[123]",87.277,38.961,19.071,83.614,171.917,FALSE,1,1.002,1264
"535","D[124]",1.25,2.026,1,1,2.624,FALSE,1,1.099,1733
"536","D[125]",1.004,0.186,1,1,1,FALSE,1,1.255,3000
"537","D[126]",1.013,0.46,1,1,1,FALSE,1,1.258,3000
"538","D[127]",3.379,5.25,1,1,19.351,FALSE,1,1.006,3000
"539","D[128]",1.051,0.541,1,1,1,FALSE,1,1.021,3000
"540","D[129]",10.297,16.36,1,1,57.604,FALSE,1,1.003,2078
"541","D[130]",1.326,2.189,1,1,5.283,FALSE,1,1.043,1580
"542","D[131]",18.992,18.508,1,14.962,64.433,FALSE,1,1.001,3000
"543","D[132]",1.896,3.446,1,1,12.914,FALSE,1,1.006,2100
"544","D[133]",2.252,4.957,1,1,17.701,FALSE,1,1.003,3000
"545","D[134]",34.811,24.733,1,31.547,92.572,FALSE,1,1.001,3000
"546","D[135]",46.122,96.066,1,1,303.315,FALSE,1,1.005,2031
"547","C[1]",9.104,11.578,1,5.582,37.722,FALSE,1,1.001,3000
"548","C[2]",8.044,11.829,1,4.739,33.369,FALSE,1,1.019,3000
"549","C[3]",8.743,11.953,1,5.203,38.294,FALSE,1,1.022,1912
"550","C[4]",11.991,13.205,1.41,7.9,45.052,FALSE,1,1.004,3000
"551","C[5]",13.672,12.285,2.028,10.159,47.681,FALSE,1,1.001,3000
"552","C[6]",16.117,13.859,2.863,12.116,52.223,FALSE,1,1.004,3000
"553","C[7]",17.899,14.07,3.669,13.805,55.994,FALSE,1,1.001,3000
"554","C[8]",20.107,15.403,4.165,15.659,61.961,FALSE,1,1.001,3000
"555","C[9]",24.452,16.768,6.118,20.059,66.319,FALSE,1,1.001,3000
"556","C[10]",28.754,17.643,7.854,24.451,73.259,FALSE,1,1.001,3000
"557","C[11]",32.746,18.526,9.958,28.754,78.183,FALSE,1,1.001,3000
"558","C[12]",38.223,21.44,12.336,33.102,94.94,FALSE,1,1.002,1205
"559","C[13]",54.488,25.603,20.819,49.04,116.807,FALSE,1,1,3000
"560","C[14]",71.869,29.624,30.009,66.699,145.475,FALSE,1,1,3000
"561","C[15]",87.92,33.659,39.757,82.171,170.741,FALSE,1,1,3000
"562","C[16]",99.739,37.251,45.293,93.758,187.729,FALSE,1,1.001,3000
"563","C[17]",110.183,39.422,51.329,103.398,203.025,FALSE,1,1,3000
"564","C[18]",87.189,33.151,39.43,80.864,166.575,FALSE,1,1,3000
"565","C[19]",141.889,48.182,70.772,133.389,256.253,FALSE,1,1,3000
"566","C[20]",194.487,59.726,104.403,185.049,336.779,FALSE,1,1.002,3000
"567","C[21]",195.645,59.277,105.335,187.903,333.597,FALSE,1,1.001,3000
"568","C[22]",200.363,61.697,108.736,189.601,343.402,FALSE,1,1,3000
"569","C[23]",202.117,61.294,109.169,193.688,342.722,FALSE,1,1.001,3000
"570","C[24]",221.069,64.342,124.72,211.75,368.839,FALSE,1,1,3000
"571","C[25]",232.629,68.386,125.951,223.407,390.492,FALSE,1,1,3000
"572","C[26]",236.658,68.803,131.288,226.414,394.974,FALSE,1,1,3000
"573","C[27]",223.091,68.226,119.485,213.598,379.598,FALSE,1,1.001,2565
"574","C[28]",224.473,68.663,117.997,214.178,386.241,FALSE,1,1,3000
"575","C[29]",159.7,53.366,80.448,150.99,282.634,FALSE,1,1.001,3000
"576","C[30]",158.184,53.636,78.922,149.205,286.242,FALSE,1,1.003,785
"577","C[31]",128.235,44.357,63.378,120.987,232.645,FALSE,1,1.002,1450
"578","C[32]",134.036,47.709,64.095,127.455,247.047,FALSE,1,1,3000
"579","C[33]",156.707,52.555,79.702,147.987,287.31,FALSE,1,1.001,2267
"580","C[34]",149.781,49.924,76.278,142.256,269.284,FALSE,1,1,3000
"581","C[35]",132.314,45.766,65.29,123.961,243.02,FALSE,1,1.001,3000
"582","C[36]",159.554,54.43,78.188,151.412,288.966,FALSE,1,1,3000
"583","C[37]",171.358,58.174,83.34,161.833,313.107,FALSE,1,1.001,3000
"584","C[38]",142.147,49.836,68.977,134.017,257.056,FALSE,1,1.003,1491
"585","C[39]",131.415,48.468,62.651,123.376,251.456,FALSE,1,1.003,749
"586","C[40]",138.011,51.859,64.886,128.209,265.997,FALSE,1,1,3000
"587","C[41]",139.6,50.391,65.335,130.82,259.913,FALSE,1,1,3000
"588","C[42]",269.056,74.001,152.189,260.006,432.006,FALSE,1,1.001,3000
"589","C[43]",226.605,65.38,126.393,217.178,376.995,FALSE,1,1,3000
"590","C[44]",205.918,58.639,115.191,198.481,338.603,FALSE,1,1.002,2207
"591","C[45]",212.149,60.906,115.473,205.191,351.345,FALSE,1,1,3000
"592","C[46]",227.405,67.605,126.469,216.283,383.857,FALSE,1,1.001,3000
"593","C[47]",215.314,63.052,115.641,208.212,364.342,FALSE,1,1,3000
"594","C[48]",235.458,69.963,125.512,225.97,395.72,FALSE,1,1,3000
"595","C[49]",247.659,72.453,137.585,237.552,415.306,FALSE,1,1,3000
"596","C[50]",205.304,62.708,108.736,197.469,350.492,FALSE,1,1,3000
"597","C[51]",195.1,62.685,102.128,184.842,347.986,FALSE,1,1,3000
"598","C[52]",190.966,62.928,96.403,180.655,336.381,FALSE,1,1,3000
"599","C[53]",187.507,58.308,99.252,179.753,326.099,FALSE,1,1.001,2929
"600","C[54]",163.637,50.981,85.325,156.388,275.965,FALSE,1,1.001,2435
"601","C[55]",197.826,58.716,105.626,188.941,328.002,FALSE,1,1,3000
"602","C[56]",169.673,54.281,87.493,161.287,301.613,FALSE,1,1.002,1688
"603","C[57]",216.883,59.119,124.122,209.629,351.97,FALSE,1,1,3000
"604","C[58]",154.332,48.516,80.43,147.087,265.172,FALSE,1,1.001,3000
"605","C[59]",220.649,62.953,123.577,211.604,362.684,FALSE,1,1.001,1577
"606","C[60]",228.986,68.963,124.515,219.369,389.499,FALSE,1,1.001,3000
"607","C[61]",200.46,58.618,110.513,192.548,335.663,FALSE,1,1,3000
"608","C[62]",226.23,63.725,127.729,217.969,370.723,FALSE,1,1.001,3000
"609","C[63]",195.549,60.227,104.656,185.8,335.68,FALSE,1,1.002,3000
"610","C[64]",217.896,63.875,120.018,209.524,365.364,FALSE,1,1.001,2252
"611","C[65]",236.519,71.917,125.732,226.361,405.345,FALSE,1,1.003,737
"612","C[66]",197.346,62.551,104.985,188.359,342.335,FALSE,1,1,3000
"613","C[67]",219.839,70.081,115.676,208.8,381.442,FALSE,1,1.001,3000
"614","C[68]",172.789,56.749,86.738,165.076,307.102,FALSE,1,1.002,1835
"615","C[69]",221.26,62.936,120.956,212.684,369.182,FALSE,1,1.001,1363
"616","C[70]",222.34,60.849,126.778,214.959,364.139,FALSE,1,1.002,920
"617","C[71]",239.822,66.436,136.318,229.58,394.461,FALSE,1,1.001,3000
"618","C[72]",301.988,81.168,174.91,292.231,482.992,FALSE,1,1,3000
"619","C[73]",266.951,69.751,158.296,258.4,428.858,FALSE,1,1,3000
"620","C[74]",296.189,104.19,163.846,277.142,529.39,FALSE,1,1,3000
"621","C[75]",411.618,178.717,206.347,370.278,912.886,FALSE,1,1.003,3000
"622","C[76]",441.43,234.05,189.194,372.745,1145.058,FALSE,1,1.001,3000
"623","C[77]",526.314,293.938,173.607,435.069,1264.744,FALSE,1,1,3000
"624","C[78]",683.034,312.274,265.113,608.082,1386.225,FALSE,1,1.001,1954
"625","C[79]",547.517,258.541,235.954,473.548,1247.107,FALSE,1,1,3000
"626","C[80]",389.117,237.073,139.602,313.737,1071.653,FALSE,1,1,3000
"627","C[81]",331.004,221.842,109.94,258.172,1008.102,FALSE,1,1,3000
"628","C[82]",359.329,204.775,146.523,299.616,959.823,FALSE,1,1,3000
"629","C[83]",327.019,194.451,128.649,269.589,937.929,FALSE,1,1.003,3000
"630","C[84]",307.541,204.388,107.792,243.919,946.195,FALSE,1,1.001,2783
