Year,Project Code,Project,Target Species Code,Trip No,Adfg No,Vessel Name,Trip Comments,Hook Size,Hook Spacing Inches,Longline System Code,Longline System,Otolith Number,Effort No,Station No,G Stat Area,Avg Depth Fathoms,Specimen No,Species,Species Code,Sample Type,Sex,Sex Code,Maturity,Maturity Code,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Age,Age Type,Age Readability,Age Readability Code,Discard Status,Release Condition,Specimen Comment,Age Readability Code
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,208,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,490,,24,"Otolith, break and burn",Comfortably Sure,02,,,Either resting or maturing,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,209,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,620,,45,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,210,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,520,,33,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,211,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,560,,27,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,212,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,590,,47,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,213,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,610,,80,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,214,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,660,,64,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,215,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,500,,26,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,10,,365731,73,216,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,610,,34,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,217,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,440,,18,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,218,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,600,,32,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,219,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,600,,31,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,220,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,590,,33,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,221,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,650,,58,"Otolith, break and burn",Very Sure,01,,,,01
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,222,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,520,,24,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,223,Yelloweye rockfish,145,Random,Female,02,Immature,01,01,Tip of snout to fork of tail,400,,17,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,224,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,570,,32,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,225,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,590,,33,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,226,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,670,,95,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,227,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,510,,22,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,228,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,440,,21,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,229,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,630,,31,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,230,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,520,,22,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,231,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,630,,47,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,232,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,550,,33,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,233,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,620,,32,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,234,Yelloweye rockfish,145,Random,Male,01,Maturing,02,01,Tip of snout to fork of tail,470,,19,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,235,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,560,,37,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,236,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,630,,30,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,237,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,560,,32,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,238,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,650,,44,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,239,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,610,,47,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,240,Yelloweye rockfish,145,Random,Female,02,Immature,01,01,Tip of snout to fork of tail,390,,17,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,241,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,530,,23,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,242,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,610,,31,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,243,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,600,,33,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,244,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,650,,77,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,245,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,560,,26,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,246,Yelloweye rockfish,145,Random,Male,01,Not observed,09,01,Tip of snout to fork of tail,450,,17,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,247,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,590,,33,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,248,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,560,,37,"Otolith, break and burn",Comfortably Sure,02,,,,02
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,249,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,530,,32,"Otolith, break and burn",Fairly Sure,03,,,,03
2001,605,Longline Survey,145,1,26017,IDA-JUNE,Survey broken into 2 parts due to weather. Sets 1-3: fish ticket 04002245; Sets 4-12: 04002276,small,24,01,Vessel Conventional,,12,,365731,51,250,Yelloweye rockfish,145,Random,Female,02,Not observed,09,01,Tip of snout to fork of tail,530,,32,"Otolith, break and burn",Comfortably Sure,02,,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,1,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,590,,23,"Otolith, break and burn",Very Sure,01,Retained; Bio. sample,,,01
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,2,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,610,,27,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,3,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,590,,30,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,4,Yelloweye rockfish,145,Random,Female,02,Immature,01,01,Tip of snout to fork of tail,380,,18,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,5,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,620,,37,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,6,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,510,,19,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,7,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,,31,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,8,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,670,,36,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,9,Yelloweye rockfish,145,Random,Female,02,Fertilized,04,01,Tip of snout to fork of tail,520,,18,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,10,Yelloweye rockfish,145,Random,Female,02,Maturing,02,01,Tip of snout to fork of tail,500,,17,"Otolith, break and burn",Very Sure,01,Retained; Bio. sample,,,01
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,11,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,600,,34,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,12,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,600,,23,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,13,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,610,,35,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,14,Yelloweye rockfish,145,Random,Female,02,Fertilized,04,01,Tip of snout to fork of tail,510,,21,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,15,Yelloweye rockfish,145,Random,Male,01,Immature,01,01,Tip of snout to fork of tail,440,,18,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,16,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,700,,45,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,17,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,560,,26,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,18,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,610,,31,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,19,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,620,,44,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,20,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,710,,22,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,21,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,650,,72,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,22,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,670,,34,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,23,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,,53,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,24,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,580,,25,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,25,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,710,,87,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,26,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,690,,45,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,27,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,660,,26,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,28,Yelloweye rockfish,145,Random,Female,02,Fertilized,04,01,Tip of snout to fork of tail,460,,18,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,29,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,590,,34,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,30,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,690,,49,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,31,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,630,,35,"Otolith, break and burn",Very Sure,01,Retained; Bio. sample,,,01
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,32,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,520,,25,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,1,,385800,84,33,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,640,,34,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,34,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,660,,33,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,35,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,720,,52,"Otolith, break and burn",Unknown,09,Retained; Bio. sample,,,09
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,36,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,540,,34,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,37,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,510,,22,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,38,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,670,,49,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,39,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,490,,20,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,40,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,710,,77,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,41,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,770,,98,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,42,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,550,,20,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,43,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,480,,18,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,44,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,460,,17,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,45,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,690,,54,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,46,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,650,,30,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,47,Yelloweye rockfish,145,Random,Female,02,Resting,07,01,Tip of snout to fork of tail,630,,32,"Otolith, break and burn",Comfortably Sure,02,Retained; Bio. sample,,,02
2003,605,Longline Survey,145,1,,,,13,44,01,Vessel Conventional,,2,,385800,82,48,Yelloweye rockfish,145,Random,Male,01,resting,07,01,Tip of snout to fork of tail,580,,28,"Otolith, break and burn",Fairly Sure,03,Retained; Bio. sample,,,03
